8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8694,8695
8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8695,8694,8694,8695
8694,8695,5440,5441,5442,5440,5441,5442,5440,5441,5442,5440,5441,5442,5440,5441,5442,5440,5441,5442,5440,5441,5442,8694,8695
8694,8695,5632,5633,5634,5632,5633,5634,5632,5633,5634,5632,5633,5634,5632,5633,5634,5632,5633,5634,5632,5633,5634,8886,8887
8694,8695,227,227,227,228,226,227,227,227,227,227,227,227,227,227,227,227,228,226,227,227,227,9078,9079
8694,8695,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,9078,9079
8694,8695,1625,1626,1627,9851,9852,1625,1626,1627,2393,2394,2395,2396,2397,1625,1626,1627,9851,9852,1625,1626,1627,9078,9079
8694,8695,1817,1818,1819,10043,10044,1817,1818,1819,2585,2586,2587,2588,2589,1817,1818,1819,10043,10044,1817,1818,1819,9078,9079
8694,8695,2009,2010,2011,10043,10044,2009,2010,2011,2777,2778,2779,2780,2781,2009,2010,2011,10043,10044,2009,2010,2011,9078,9079
8694,8695,2201,2202,2203,10043,10044,2201,2202,2203,2969,2970,2971,2972,2973,2201,2202,2203,10043,10044,2201,2202,2203,9078,9079
8694,8695,35,35,35,36,34,6356,36,34,35,35,35,35,35,36,34,6356,36,34,35,35,35,9078,9079
8694,8695,227,227,227,9851,9852,6356,9851,9852,227,227,227,227,227,9851,9852,6356,9851,9852,227,227,227,9078,9079
8694,8695,8504,8505,8506,10043,10044,6356,10043,10044,227,227,227,227,227,10043,10044,6356,10043,10044,8504,8505,8506,9078,9079
8694,8695,8696,8697,8698,10043,10044,6356,10043,10044,227,227,227,227,227,10043,10044,6356,10043,10044,8696,8697,8698,9078,9079
8694,8695,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,6948,7714,7715,6947,7525,7714,7715,6947,6947,7714,7715,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,8291,7906,7907,6948,8291,7906,7907,6947,8291,7906,7907,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,7525,8098,8099,6948,6948,8098,8099,7525,7525,8098,8099,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,7525,7525,7525,6947,6948,6948,7333,6948,7525,7333,6947,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,6947,7714,7715,7525,6947,7714,7715,6948,7525,7714,7715,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,8291,7906,7907,7525,8291,7906,7907,6949,8291,7906,7907,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,6949,8098,8099,6947,6949,8098,8099,6947,6947,8098,8099,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6947,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,9078,9079
8694,8695,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,6946,9078,9079
8886,8887,8886,8886,8886,8886,8886,8886,8886,8886,8886,6946,6946,6946,8886,8886,8886,8886,8886,8886,8886,8886,8886,9078,9079
9078,9079,8886,8886,8886,8886,8886,8886,8886,8886,8886,6946,6946,6946,8886,8886,8886,8886,8886,8886,8886,8886,8886,9078,9079
